,summary,correct,rouge1,rouge2,rougeL,rougeLsum
1025,"Dindalen er en dal i Oppdal kommune, Møre og Romsdal.
Dalen er ifølge SSBs definisjon 6,9 km2, og har et nedbørfelt på rundt 700 kvadratkilometer.","Dindalen er en seterdal på nordsiden av Dovrefjellområdet i Oppdal kommune i Trøndelag, sørvest for Oppdal tettsted.",28.5714,17.0213,24.4898,28.5714
1026,"Byggekunst er et norsk tidsskrift for arkitekter og møbeldesignere.
Tidsskriftet ble grunnlagt 1919 og utgis i samarbeid med Norske Arkitekters Landsforbund og Norske Landskapsarkitekters Forening.","Byggekunst er et norsk arkitekturtidsskrift, eiet og utgitt av Norske arkitekters landsforbund.
Tidsskriftet endret i 2007 navn til Arkitektur N.",43.4783,22.7273,34.7826,43.4783
1027,"Comitia tributa var en offisiell forsamling i Romerriket.
Den ble opprettet i 241 fvt.
og var statens viktigste lovgivende organ.","Comitia tributa var en romersk folkeforsamling, som var virksom under republikken (510/509 fvt.
til 30 fvt.).
Forsamlingen vedtok lover og valgte lavere embetsmenn.
Den kom til i det tredje århundre fvt.
og ble avviklet i tidlig keisertid.",37.931,14.2857,27.5862,34.4828
1028,"Efor er en tittel på en person som hadde tilsyn med en latinskole i Sparta.
Tittelen brukes også i andre greske stater, blant annet i Danmark.","Eforer var navnet på et fem-manns embetsmannskollegium i det gamle Sparta.
Noen sikker tradisjon over opprinnelsen til embetet finnes ikke, men listen over eforer begynner i 754 fvt.
De ble valgt av folket for ett år om gangen og hadde kanskje opprinnelig en dømmende myndighet.",19.1781,0.0,13.6986,19.1781
1029,"Dette fossilet er et av de første fossilene som ble funnet i Norge.
Det er en av de eldste fossiler av amfibier i verden, og er særlig kjent for å ha funnet skjelettet av et stakkars menneske som døde i syndfloden.","Andrias scheuchzeri er en utdødd amfibieart i ordenen salamandre.
Den er kjent fra kenozoikum (oligocen – pliocen).",16.6667,3.4483,16.6667,16.6667
1030,"Thomas Olsen Blix var en norsk rosemaler.
Han var utdannet ved Statens håndverks- og kunstindustriskole.","Thomas Olsen Blix var en norsk rosemaler og treskjærer.
Han ble trolig født i Hof i Solør, og var sønn av presten Oluf Blix.
Som maler finnes de første sporene etter ham i Vinje i Telemark med en del rosemalte treboller signert og datert 1713.
Blix er antakelig også mesteren bak den dekorative rankemalingen i Vinje, Kviteseid og Nesland kirker i årene 1713–1714.",23.5294,14.4578,23.5294,23.5294
1031,"Ayodhya er en by i India, i delstaten Himachal Pradesh, ved elven Pataliputra.
Byen ligger i det sørlige India, og har et areal på omtrent 100 kvadratkilometer.","Ayodhya er en by i India, i delstaten Uttar Pradesh, ved elven Ghaghara, som i Ayodhya og i religiøse tekster kalles Saryu.
Ayodhya hadde 55 890 innbyggere ved folketellingen i 2011.
Byen er en av hinduismens hellige byer i India.",43.4783,26.8657,40.5797,43.4783
1032,"Et synsbilde er resultatet av en avbildning på øyets netthinne.
Bildet kan observeres direkte fra et punkt bak bildet (regnet i stråleretningen).","Bilde betegner både det umiddelbare synsbildet av et objekt, og en optisk avbildning av et objekt, hvor begrensede strålebunter fra objektpunktene går gjennom det optiske systemet og gjenforenes i billedpunkter.",28.5714,0.0,17.8571,17.8571
1033,"Hermann Bethmann-Hollweg var en tysk politiker.
Han var rikskansler i Tyskland fra 1909 til 1917 og utenriksminister fra 1917 til 1919.","Theobald von Bethmann-Hollweg var en tysk konservativ politiker og jurist av godseierslekt.
Han var Tysklands rikskansler (statsminister) i perioden 1909–1917.",63.6364,23.8095,54.5455,59.0909
1034,"Colima er en delstat i Mexico, i delstaten Michoacán, ved elven Colima.
Delstaten grenser til Guatemala og Guatemala.","Colima er en liten delstat i Mexico ved Stillehavet.
Den grenser til Jalisco i nord og til Michoacán i øst.
Delstaten er 5629 km2 stor (inkludert Revillagigedo-øyene) og har 711 235 innbyggere (INEGI, 2015).
Colima er landets minste delstat basert på folketall, og den fjerde minste basert på areal (2015).
Største by er Manzanillo.
Hovedstaden er byen med samme navn, Colima.",36.1446,14.8148,26.506,36.1446
1035,"Bluebackene er en art av seler i ordenen seler.
De er særlig kjent for å fange og spise av de dyrene som lever under isen (særlig krepsdyr) i løpet av denne perioden.","Blueback er den nyfødte ungen av klappmyss.
Skinnet er blå-sølv-grått på ryggen, sidene gul-hvite.
Hårlaget er glatt, tett og glansfullt, og rundt 10–15 mm langt.",14.9254,0.0,14.9254,14.9254
1036,"Burundi er et av Afrikas største land, og har en økonomisk vekst på rundt 80 prosent i perioden 2021–2022.
Landet har vært selvstendig fra Belgia i 1962 og offisielt skiftet navn fra Ruanda-Urundi til Burundi i 2005.","Målt etter både økonomiske og sosiale indikatorer er Burundi et av Afrikas fattigste og minst utviklede land, blant annet på grunn av svak infrastruktur, interne konflikter og internasjonale sanksjoner.
Etter flere tiår med uroligheter og ustabilitet, forverret borgerkrigen fra 1993 til 2005 i vesentlig grad de økonomiske forholdene i landet.
Med et bruttonasjonalprodukt på 274 dollar per innbygger var Burundi lavest rangert av alle verdens land på Verdensbankens statistikk for 2020.",29.5652,3.5398,17.3913,26.087
1037,"Baldvin Einarsson var en islandsk jurist og politiker.
Han var en av de fremste representantene for den islandske selvstendighetsbevegelsen.","Baldvin Einarsson var en islandsk jurist og forfatter, som var en viktig skikkelse i den islandske selvstendighetsbevegelsen.",66.6667,52.9412,66.6667,55.5556
1038,"Jean-Baptiste David var en fransk komponist.
Han regnes som en av de mest betydningsfulle franske komponistene i sin generasjon.","Félicien César David, fransk komponist.
Han var en av de aller tidligste representantene for eksotismen i europeisk musikk.",45.0,26.3158,40.0,45.0
1039,"Pierre Bilal er en fransk forfatter og filmregissør.
Han har skrevet en rekke tegneserieromaner, blant annet Les phalanges de l'ordre noir (Den sorte ordens falangister, 1976), Le vaisseau de pierre (Steinskipet, 1976) og Froid Équateur (Frost ved Ekvator, 1992).","Enki Bilal er en fransk tegneserietegner og -forfatter, født i det daværende Jugoslavia, men bosatt i Frankrike siden han var ni år.
Han regnes som en av de fremste tegnere av franskspråklige voksenserier.",25.974,10.6667,23.3766,23.3766
1040,"Frode Berg er en norsk bassist og pianist.
Han har vært en ettertraktet bassist innen klassisk musikk, visesang, barnemusikk og ikke minst jazz.
Berg har blant annet vært nominert til Spellemannprisen i klassen for jazz med albumet Dig It!
i 2008.","Frode Berg er en norsk musiker som spiller kontrabass og el-bass og cello.
Han er mest kjent for sitt arbeid i jazzgruppen Helge Lien Trio, men har også spilt i mange andre sammenhenger, blant annet som kontrabassist for Oslo-filharmonien siden 2010.
Berg er en stilfleksibel musiker som favnet det meste fra mainstreamjazz til fusion, rock og pop, og er en ettertraktet studiomusiker som har deltatt på en rekke plater.",33.3333,10.7143,19.2982,28.0702
1041,"Poul Borum var en dansk lyriker og litteraturkritiker.
Han var professor i litteratur ved Universitetet i København fra 1966 til 1984.","Poul Borum var en dansk forfatter og litteraturkritiker.
Han debuterte i 1962 med diktsamlingen Livslinier, og utga siden nye samlinger omtrent hvert år, hovedsakelig med språklig eksperimenterende modernistisk diktning.
I tillegg til diktsamlingene utga han blant annet romanen Lis og Svenåge (1968) og skrev librettoer og filmmanus.
Fra 1968 var han fast litteraturkritiker ved Ekstra Bladet og litterær redaktør av tidsskriftet Hvedekorn.",31.8182,13.9535,25.0,29.5455
1042,"Birkenes er ein kommune i Vestfold og Telemark fylke.
Kommunen er ifølgje SSBs definisjon 0,8 km2, og grensar til Froland i sør og Evje og Hornnes i aust.","Birkenes er ein kommune i Agder fylke.
Kommunen omfattar nedre del av Tovdalsvassdraget med Herefossfjorden, dessutan skogsområda herfrå vestover til sjøane Storefjord og Ogge.",31.5789,18.1818,31.5789,31.5789
1043,Anbudsprotokoll er en protokoll som skal beskrive alle vesentlige forhold og viktige beslutninger gjennom hele anskaffelsesprosessen.,En anbudsprotokoll er et dokument for registrering av opplysninger til bruk ved oppdragsgivers (anbudsinnbyders) behandling av anbud (tilbud) ved anbudskonkurranser.,16.6667,5.8824,11.1111,11.1111
1044,"Giovanni Battista Campanella var en italiensk filosof og naturfilosof.
Han var professor i filosofi ved universitetet i Bologna fra 1596 til 1596.","Tommaso Campanella var en italiensk filosof.
Han var opprinnelig dominikanermunk, men oppgav munkelivet da han kom under innflytelse av Telesio, en av den vitenskapelige renessanses førende menn.
Etter deltagelse i en sammensvergelse mot det spanske herredømme i Napoli ble Campanella fengslet i 1599 og holdt innesperret i 27 år, men ble satt fri ved pave Urban 8.s inngripen og flyktet noen år senere til Paris.
I fengselet skrev han sine filosofiske verker.",24.7423,10.5263,20.6186,22.6804
1045,"Dubnium er et grunnstoff med atomnummer 105.
Det ble oppdaget i 1967 av Georgij N. Flerov og hans medarbeidere i Dubna, Russland.
De mente å ha produsert noen få atomer av grunnstoff 105 i henhold til følgende reaksjonsligning: 243Am + 22Ne → 260,261105 + 4nFra reaksjonen ble det observert en spontanfisjonaktivitet på 2,2 sekunder i en fraksjon i nærheten av plassen til niob, Nb, og datternukliden viste en desintegrasjon svarende til den fra 256Lr (lawrencium).","Dubnium er et radioaktivt grunnstoff med atomnummer 105 og atomsymbol Db.
Det er det andre grunnstoffet i rekken av transaktinoider i periodesystemet.
Dubnium finnes ikke i naturen, men fremstilles syntetisk ved kjernereaksjoner.",26.1682,9.5238,22.4299,24.2991
1046,"Bjarkøyætta var ein nordnorsk slekt som levde på byrjinga av 1000-talet.
Slekta var den mektigaste nordnorske slekta i vikingtida.","Bjarkøyætta var ei norsk stormannsætt i vikingtida og mellomalderen, opphavleg frå Bjarkøya i noverande Harstad kommune.
Namnet Bjarkøy stammar frå den svenske byen Birka, som hadde vorte einstydande med «handelsstad».",28.0702,14.5455,21.0526,28.0702
1047,"Borgerlig begravelse er en seremoni for personer som ikke er medlem av en kirke eller en folkekirke.
I Norge brukes betegnelsen «borgerlig bisettelse» og «humanistisk begravelse» som en uformell samlebetegnelse for ikke-religiøse gravferdsseremonier i regi av Human-Etisk Forbund eller Humanistene (tidligere Humanistforbundet).","Borgerlig begravelse er en tradisjonell betegnelse på gravferd som foregår uten medvirkning av et religiøst trossamfunn.
Før 1. januar 1970 var borgerlig begravelse forbeholdt personer som ikke var medlem av Den norske kirke, men i dag har alle adgang til å nytte en slik seremoniform.",36.9565,13.3333,26.087,32.6087
1048,"Daler er en mynttype som er preget av sølv fra Gullnes gruve i Seljord.
Den ble slått første gang i 1537, men ble avløst av riksbankdaleren (= 1⁄2 spesidaler).","Daler var hovedmynten i de skandinaviske landene fra første halvdel av 1500-tallet til 1872–1874.
Den tilsvarer den tyske taler.
Navnene dollar og tallero har samme opphav.",22.5806,3.3333,16.129,19.3548
1049,"Beising er en prosess for å løse ut grunnmaterialet i en metallurgisk legering.
Metoden brukes i metallurgien i forbindelse med galvanisering og annen overflatebehandling.","Beising av metaller innebærer fjerning av belegg som glødeskall, kalkavleiringer og saltavleiringer på metall ved hjelp av syre, vanligvis fortynnet saltsyre eller svovelsyre.",8.1633,0.0,8.1633,8.1633
1050,"Ebbw Vale er en by i Storbritannia, Australia, i delstaten New South Wales, ved elven Ebbw.
Byen ligger i det sørlige hjørnet av elven Avon.","Ebbw Vale er en by i Storbritannia, Wales, i fylket Monmouthshire, 32 kilometer nord for Cardiff.
Selve byen hadde 8835 innbyggere ved folketellingen i 2011, og byområdet hadde 33 068 innbyggere.",44.0678,21.0526,37.2881,40.678
1051,Béchamelsaus er en fransk saus som brukes som tilbehør til piggvar.,"Béchamel er en lett krydret hvit saus og ifølge Georges Auguste Escoffier en av grunnsausene i det franske kjøkken.
Tradisjonelt lages den av smaksatt melk som kokes opp med en roux, eller jevning (like mengder mel og smør).
Liknende sauser finnes igjen i italienske retter som lasagne, moussaka fra Hellas og den norske klassikeren fiskeboller i hvit saus.
Ofte brukes smakstilsettinger som malt muskatnøtt, laurbærblad, persille og sjalottløk.",20.4545,2.3256,15.9091,18.1818
1052,"Idi Amin var en ugandisk offiser og politiker.
Han var Ugandas president fra 1971 til 1979.","Idi Amin var en ugandisk offiser og politiker.
Han var president i Uganda fra 1971 til 1979, da han ble avsatt etter et kupp hvor blant andre Ugandas nåværende president, Yoweri Museveni, deltok.
Amin førte en eneveldig og uberegnelig politikk, og regnes for å være den mest kontroversielle og brutale presidenten i Ugandas historie.",43.8356,33.8028,41.0959,43.8356
1053,"Adelard av Corbie var en frankisk geistlig og misjonær.
Han var abbed i Corbie i Westfalen, hvor han grunnla klosteret Det nye Corbie (Corvey) og Nova Corbie.
Han er skytshelgen for flere byer og kirker langs Rhinen og i Frankrike, for gartnere og mot infeksjonssykdommer, feber og tyfus.","Adalhard var statsminister for Karl den stores sønn Pipin, som var konge av Italia.
Ved Pipins død i 810 ble han utnevnt som veileder til han sønn Bernard av Italia.
I 817 ble han forvist av keiseren, men tatt til nåde etter syv år og gjort til en av hans viktigste rådgivere.",22.6415,0.0,13.2075,16.9811
1054,"Enlil var en sumerisk gud i Mesopotamia.
Han var ifølge sumeriske og babylonske tekster den viktigste guden i den sumeriske religionen.","Enlil var en av de viktigste sumeriske gudene.
Ninlil, luftens gudinne, var hans hustru.
Familieforholdene er uklare når det gjelder mesopotamisk religion, men ifølge flere myter var han sønn av himmelguden An (Anu) og far eller bestefar til måneguden Sin (Nanna), og til gudene Adad, Nergal og Ninurta, samt gudinnen Inanna.",28.5714,8.0,23.3766,25.974
1055,"Aioler er en folkegruppe i den greske antikkens Hellas, hvor de fleste av øyene i Egeerhavet er bebodd.","Aioler, også kalt æoler, var den ene av de tre stammene som hellenerne fra gammel tid var delt i. Den skulle etter sagnet stamme fra Aiolos, Hellens sønn.",21.2766,4.4444,17.0213,17.0213
1056,Aksiomatisk metode er en metode som tar utgangspunkt i noe som fornuften finner at er selvinnlysende sant.,"Aksiom er et prinsipp eller en påstand som kan danne belegg eller grunnlag for en rekke andre utsagn og påstander, men som selv godtas som selvinnlysende eller åpenbart sann.
Et aksiom er derfor ikke noe som selv trenger å bevises eller begrunnes.
Derfor kan aksiomatiske påstander stå som et grunnlag for ulike system av kunnskap ved at man utleder den øvrige kunnskapen deduktivt fra de grunnleggende aksiomene og definisjonene i et system.
En slik fremgangsmåte kalles en aksiomatisk metode.",22.2222,4.1237,12.1212,20.202
1057,"Aisthetik er en tysk estetiker.
Han er professor i estetikk ved universitetet i Berlin.","Gernot Böhme er en tysk filosof og professor i filosofi i 1977–2002.
Han er særlig kjent for å knytte begrepet om atmosfære til estetisk erfaring og for å rehabilitere begrepet om skjønnhet.
Han har blant annet utgitt:",29.6296,15.3846,22.2222,29.6296
